OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20050611123000:FM:,Field Msr/Obs,Water,,2005-06-11,12:30:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,"Temperature, water",,26.5,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20050514054500:FM:,Field Msr/Obs,Water,,2005-05-14,05:45:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Dissolved oxygen saturation,,115,%,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20050910061500:FM:,Field Msr/Obs,Water,,2005-09-10,06:15:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,"Temperature, water",,17,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20050813054500:FM:,Field Msr/Obs,Water,,2005-08-13,05:45:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Turbidity,,0.81,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20050709051500:FM:,Field Msr/Obs,Water,,2005-07-09,05:15:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Orthophosphate,Unfiltered,0.04238,mg/L,,Final,,Actual,,,,,,,,,,,,,365.2,USEPA,Phosphorus by Single Reagent Colorimetry,https://www.nemi.gov/methods/method_summary/5254/,BRC Labs (IN-HOUSE),,,,,,,STORET
BRC,Blackstone River Coalition (Volunteer),BRC-A-07-07-030:20050611123000:FM:,Field Msr/Obs,Water,,2005-06-11,12:30:00,EST,,,,,,,,,,,BRC,Quinsigamond River,BRC-A-07-07-030,,,,,,,,,,Dissolved oxygen saturation,,75,%,,Final,,Actual,,,,,,,,,,,,,,,,,BRC Labs (IN-HOUSE),,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1496,Quality Control Sample-Field Blank,Water,Surface Water,2005-09-28,11:55:00,EDT,,,,,,,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-05,MASSDEP,Wade in/ Center stream,Water Bottle,Not Detected,"Total Phosphorus, mixed forms",Unfiltered,,mg/L,,Final,,Actual,,,,,,,,,,,,,4500-P-E,APHA,4500 P E ~ Phosphorus in Water by Colorimetry- Ascorbic Acid Method,https://www.nemi.gov/methods/method_summary/7436/,"MassDEP, Wall Experiment Station",2005-09-30,,Method Detection Level,0.005,mg/L,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1497,Field Msr/Obs,Water,Surface Water,2005-09-28,12:03:00,EDT,,,,0.3,m,Water Surface,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-05,MASSDEP,Wade in/ Center stream,Probe/Sensor,,Dissolved oxygen (DO),None,9.0,mg/L,,Final,,Actual,,,,,,,,,,,,,FIELD MEAS,MASSDEP,Field measurement of water quality parameters using in-situ probes,,,2005-09-28,,Instrument Detection Level,0.2,mg/L,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1567,Field Msr/Obs,Water,Surface Water,2005-11-16,11:31:00,EST,,,,0.4,m,Water Surface,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-05,MASSDEP,Wade in/ Center stream,Probe/Sensor,,Dissolved oxygen saturation,None,100,%,,Final,,Actual,,,,,,"s: Field sheet recorded data were used in place of electronic data (i.e., no electronic records available).",,,,,,,FIELD MEAS,MASSDEP,Field measurement of water quality parameters using in-situ probes,,,2005-11-16,,Instrument Detection Level,2,%,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1335,Field Msr/Obs,Water,Surface Water,2005-05-25,10:53:00,EDT,,,,0.5,m,Water Surface,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-05,MASSDEP,Wade in/ Center stream,Probe/Sensor,,"Temperature, water",None,11.5,deg C,,Final,,Actual,,,,,,,,,,,,,FIELD MEAS,MASSDEP,Field measurement of water quality parameters using in-situ probes,,,2005-05-25,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1567,Field Msr/Obs,Water,Surface Water,2005-11-16,11:31:00,EST,,,,0.4,m,Water Surface,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-05,MASSDEP,Wade in/ Center stream,Probe/Sensor,,Dissolved oxygen (DO),None,11.6,mg/L,,Final,,Actual,,,,,,"s: Field sheet recorded data were used in place of electronic data (i.e., no electronic records available).",,,,,,,FIELD MEAS,MASSDEP,Field measurement of water quality parameters using in-situ probes,,,2005-11-16,,Instrument Detection Level,0.2,mg/L,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1181,Quality Control Sample-Field Blank,Water,Surface Water,2005-03-23,12:45:00,EST,,,,,,,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-08,MASSDEP,Bridge Downstream,Water Bottle,Not Detected,Turbidity,None,,NTU,,Final,,Actual,,,,,,,,,,,,,2130-B,APHA,2130 B ~ Nephelometric Method,https://www.nemi.gov/methods/method_summary/9645/,"MassDEP, Wall Experiment Station",2005-03-25,,Method Detection Level,0.10,NTU,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1414,Quality Control Sample-Field Blank,Water,Surface Water,2005-07-27,11:35:00,EDT,,,,,,,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-07,MASSDEP,Bridge Upstream,Water Bottle,Not Detected,Turbidity,None,,NTU,,Final,,Actual,,,,,,,,,,,,,2130-B,APHA,2130 B ~ Nephelometric Method,https://www.nemi.gov/methods/method_summary/9645/,"MassDEP, Wall Experiment Station",2005-07-29,,Method Detection Level,0.10,NTU,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1497,Field Msr/Obs,Water,Surface Water,2005-09-28,12:03:00,EDT,,,,0.3,m,Water Surface,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-05,MASSDEP,Wade in/ Center stream,Probe/Sensor,,pH,None,7.1,None,,Final,,Actual,,,,,,,,,,,,,FIELD MEAS,MASSDEP,Field measurement of water quality parameters using in-situ probes,,,2005-09-28,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-6180,Field Msr/Obs,Water,Surface Water,2005-03-23,12:45:00,EST,,,,0.8,m,Water Surface,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-08,MASSDEP,Bridge Downstream,Probe/Sensor,,Specific conductance,None,603,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,FIELD MEAS-TCOMP,MASSDEP,Field measurement of water quality parameters using in-situ probes with temperature compensation,,,2005-03-23,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1497,Field Msr/Obs,Water,Surface Water,2005-09-28,12:03:00,EDT,,,,0.3,m,Water Surface,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-05,MASSDEP,Wade in/ Center stream,Probe/Sensor,,"Temperature, water",None,17.4,deg C,,Final,,Actual,,,,,,,,,,,,,FIELD MEAS,MASSDEP,Field measurement of water quality parameters using in-situ probes,,,2005-09-28,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1496,Quality Control Sample-Field Blank,Water,Surface Water,2005-09-28,11:55:00,EDT,,,,,,,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-05,MASSDEP,Wade in/ Center stream,Water Bottle,Not Detected,Turbidity,None,,NTU,,Final,,Actual,,,,,,,,,,,,,2130-B,APHA,2130 B ~ Nephelometric Method,https://www.nemi.gov/methods/method_summary/9645/,"MassDEP, Wall Experiment Station",2005-09-30,,Method Detection Level,0.10,NTU,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-6138,Field Msr/Obs,Water,Surface Water,2005-02-01,10:09:00,EST,,,,0.9,m,Water Surface,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-03,MASSDEP,Wade in/ Left bank,Probe/Sensor,,Dissolved oxygen (DO),None,15.2,mg/L,,Final,,Actual,,,,,,,,,,,,,FIELD MEAS,MASSDEP,Field measurement of water quality parameters using in-situ probes,,,2005-02-01,,Instrument Detection Level,0.2,mg/L,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-6138,Field Msr/Obs,Water,Surface Water,2005-02-01,10:09:00,EST,,,,0.9,m,Water Surface,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-03,MASSDEP,Wade in/ Left bank,Probe/Sensor,,Specific conductance,None,596,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,FIELD MEAS-TCOMP,MASSDEP,Field measurement of water quality parameters using in-situ probes with temperature compensation,,,2005-02-01,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1135,Sample-Routine,Water,Surface Water,2005-02-01,09:55:00,EST,,,,,,,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-03,MASSDEP,Wade in/ Left bank,Water Bottle,,"Total Phosphorus, mixed forms",Unfiltered,0.017,mg/L,,Final,,Actual,,,,,,h: Holding time violation (usually indicating possible bias).,,,,,,,4500-P-E,APHA,4500 P E ~ Phosphorus in Water by Colorimetry- Ascorbic Acid Method,https://www.nemi.gov/methods/method_summary/7436/,"MassDEP, Wall Experiment Station",2005-02-25,,Reporting limit,0.005,mg/L,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1567,Field Msr/Obs,Water,Surface Water,2005-11-16,11:31:00,EST,,,,0.4,m,Water Surface,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-05,MASSDEP,Wade in/ Center stream,Probe/Sensor,,Specific conductance,None,476,uS/cm,,Final,,Actual,,,25 Deg C,,,"s: Field sheet recorded data were used in place of electronic data (i.e., no electronic records available).",,,,,,,FIELD MEAS-TCOMP,MASSDEP,Field measurement of water quality parameters using in-situ probes with temperature compensation,,,2005-11-16,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-6138,Field Msr/Obs,Water,Surface Water,2005-02-01,10:09:00,EST,,,,0.9,m,Water Surface,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-03,MASSDEP,Wade in/ Left bank,Probe/Sensor,,"Temperature, water",None,0.2,deg C,,Final,,Actual,,,,,,,,,,,,,FIELD MEAS,MASSDEP,Field measurement of water quality parameters using in-situ probes,,,2005-02-01,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1497,Field Msr/Obs,Water,Surface Water,2005-09-28,12:03:00,EDT,,,,0.3,m,Water Surface,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-05,MASSDEP,Wade in/ Center stream,Probe/Sensor,,Dissolved oxygen saturation,None,94,%,,Final,,Actual,,,,,,,,,,,,,FIELD MEAS,MASSDEP,Field measurement of water quality parameters using in-situ probes,,,2005-09-28,,Instrument Detection Level,2,%,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1415,Field Msr/Obs,Water,Surface Water,2005-07-27,11:34:00,EDT,,,,0.7,m,Water Surface,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-07,MASSDEP,Bridge Upstream,Probe/Sensor,,Specific conductance,None,574,uS/cm,,Final,,Actual,,,25 Deg C,,,"i: Inaccurate probe readings (based on field and/or lab QC data, stirrer issue, etc.)",,,,,,,FIELD MEAS-TCOMP,MASSDEP,Field measurement of water quality parameters using in-situ probes with temperature compensation,,,2005-07-27,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1334,Quality Control Sample-Field Blank,Water,Surface Water,2005-05-25,10:50:00,EDT,,,,,,,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-05,MASSDEP,Wade in/ Center stream,Water Bottle,Not Detected,"Total Phosphorus, mixed forms",Unfiltered,,mg/L,,Final,,Actual,,,,,,h: Holding time violation (usually indicating possible bias).,,,,,,,4500-P-E,APHA,4500 P E ~ Phosphorus in Water by Colorimetry- Ascorbic Acid Method,https://www.nemi.gov/methods/method_summary/7436/,"MassDEP, Wall Experiment Station",2005-11-02,,Method Detection Level,0.005,mg/L,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-6180,Field Msr/Obs,Water,Surface Water,2005-03-23,12:45:00,EST,,,,0.8,m,Water Surface,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-08,MASSDEP,Bridge Downstream,Probe/Sensor,,"Temperature, water",None,6.1,deg C,,Final,,Actual,,,,,,,,,,,,,FIELD MEAS,MASSDEP,Field measurement of water quality parameters using in-situ probes,,,2005-03-23,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1181,Quality Control Sample-Field Blank,Water,Surface Water,2005-03-23,12:45:00,EST,,,,,,,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-08,MASSDEP,Bridge Downstream,Water Bottle,Not Detected,"Total Phosphorus, mixed forms",Unfiltered,,mg/L,,Final,,Actual,,,,,,,,,,,,,4500-P-E,APHA,4500 P E ~ Phosphorus in Water by Colorimetry- Ascorbic Acid Method,https://www.nemi.gov/methods/method_summary/7436/,"MassDEP, Wall Experiment Station",2005-03-31,,Method Detection Level,0.005,mg/L,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1415,Field Msr/Obs,Water,Surface Water,2005-07-27,11:34:00,EDT,,,,0.7,m,Water Surface,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-07,MASSDEP,Bridge Upstream,Probe/Sensor,,Dissolved oxygen (DO),None,7.0,mg/L,,Final,,Actual,,,,,,,,,,,,,FIELD MEAS,MASSDEP,Field measurement of water quality parameters using in-situ probes,,,2005-07-27,,Instrument Detection Level,0.2,mg/L,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1566,Quality Control Sample-Field Blank,Water,Surface Water,2005-11-16,11:25:00,EST,,,,,,,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-05,MASSDEP,Wade in/ Center stream,Water Bottle,Not Detected,"Total Phosphorus, mixed forms",Unfiltered,,mg/L,,Final,,Actual,,,,,,,,,,,,,4500-P-E,APHA,4500 P E ~ Phosphorus in Water by Colorimetry- Ascorbic Acid Method,https://www.nemi.gov/methods/method_summary/7436/,"MassDEP, Wall Experiment Station",2005-11-18,,Method Detection Level,0.005,mg/L,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1565,Sample-Routine,Water,Surface Water,2005-11-16,11:20:00,EST,,,,,,,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-05,MASSDEP,Wade in/ Center stream,Water Bottle,,Turbidity,None,1.3,NTU,,Final,,Actual,,,,,,,,,,,,,2130-B,APHA,2130 B ~ Nephelometric Method,https://www.nemi.gov/methods/method_summary/9645/,"MassDEP, Wall Experiment Station",2005-11-18,,Reporting limit,0.10,NTU,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1335,Field Msr/Obs,Water,Surface Water,2005-05-25,10:53:00,EDT,,,,0.5,m,Water Surface,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-05,MASSDEP,Wade in/ Center stream,Probe/Sensor,,Specific conductance,None,596,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,FIELD MEAS-TCOMP,MASSDEP,Field measurement of water quality parameters using in-situ probes with temperature compensation,,,2005-05-25,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1414,Quality Control Sample-Field Blank,Water,Surface Water,2005-07-27,11:35:00,EDT,,,,,,,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-07,MASSDEP,Bridge Upstream,Water Bottle,Not Detected,"Total Phosphorus, mixed forms",Unfiltered,,mg/L,,Final,,Actual,,,,,,,,,,,,,4500-P-E,APHA,4500 P E ~ Phosphorus in Water by Colorimetry- Ascorbic Acid Method,https://www.nemi.gov/methods/method_summary/7436/,"MassDEP, Wall Experiment Station",2005-07-29,,Method Detection Level,0.005,mg/L,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-6180,Field Msr/Obs,Water,Surface Water,2005-03-23,12:45:00,EST,,,,0.8,m,Water Surface,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-08,MASSDEP,Bridge Downstream,Probe/Sensor,,Dissolved oxygen (DO),None,13.2,mg/L,,Final,,Actual,,,,,,,,,,,,,FIELD MEAS,MASSDEP,Field measurement of water quality parameters using in-situ probes,,,2005-03-23,,Instrument Detection Level,0.2,mg/L,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-6180,Field Msr/Obs,Water,Surface Water,2005-03-23,12:45:00,EST,,,,0.8,m,Water Surface,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-08,MASSDEP,Bridge Downstream,Probe/Sensor,,Dissolved oxygen saturation,None,107,%,,Final,,Actual,,,,,,,,,,,,,FIELD MEAS,MASSDEP,Field measurement of water quality parameters using in-situ probes,,,2005-03-23,,Instrument Detection Level,2,%,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1497,Field Msr/Obs,Water,Surface Water,2005-09-28,12:03:00,EDT,,,,0.3,m,Water Surface,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-05,MASSDEP,Wade in/ Center stream,Probe/Sensor,,Specific conductance,None,532,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,FIELD MEAS-TCOMP,MASSDEP,Field measurement of water quality parameters using in-situ probes with temperature compensation,,,2005-09-28,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1180,Sample-Routine,Water,Surface Water,2005-03-23,12:40:00,EST,,,,,,,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-08,MASSDEP,Bridge Downstream,Water Sampler (Other),,"Total Phosphorus, mixed forms",Unfiltered,0.015,mg/L,,Final,,Actual,,,,,,,,,,,,,4500-P-E,APHA,4500 P E ~ Phosphorus in Water by Colorimetry- Ascorbic Acid Method,https://www.nemi.gov/methods/method_summary/7436/,"MassDEP, Wall Experiment Station",2005-03-31,,Reporting limit,0.005,mg/L,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1413,Sample-Routine,Water,Surface Water,2005-07-27,11:30:00,EDT,,,,,,,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-07,MASSDEP,Bridge Upstream,Water Sampler (Other),,"Total Phosphorus, mixed forms",Unfiltered,0.019,mg/L,,Final,,Actual,,,,,,,,,,,,,4500-P-E,APHA,4500 P E ~ Phosphorus in Water by Colorimetry- Ascorbic Acid Method,https://www.nemi.gov/methods/method_summary/7436/,"MassDEP, Wall Experiment Station",2005-07-29,,Reporting limit,0.005,mg/L,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1335,Field Msr/Obs,Water,Surface Water,2005-05-25,10:53:00,EDT,,,,0.5,m,Water Surface,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-05,MASSDEP,Wade in/ Center stream,Probe/Sensor,,Dissolved oxygen saturation,None,99,%,,Final,,Actual,,,,,,,,,,,,,FIELD MEAS,MASSDEP,Field measurement of water quality parameters using in-situ probes,,,2005-05-25,,Instrument Detection Level,2,%,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-6180,Field Msr/Obs,Water,Surface Water,2005-03-23,12:45:00,EST,,,,0.8,m,Water Surface,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-08,MASSDEP,Bridge Downstream,Probe/Sensor,,pH,None,7.3,None,,Final,,Actual,,,,,,,,,,,,,FIELD MEAS,MASSDEP,Field measurement of water quality parameters using in-situ probes,,,2005-03-23,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-6138,Field Msr/Obs,Water,Surface Water,2005-02-01,10:09:00,EST,,,,0.9,m,Water Surface,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-03,MASSDEP,Wade in/ Left bank,Probe/Sensor,,pH,None,7.0,None,,Final,,Actual,,,,,,,,,,,,,FIELD MEAS,MASSDEP,Field measurement of water quality parameters using in-situ probes,,,2005-02-01,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1333,Sample-Routine,Water,Surface Water,2005-05-25,10:47:00,EDT,,,,,,,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-05,MASSDEP,Wade in/ Center stream,Water Bottle,,Turbidity,None,3.3,NTU,,Final,,Actual,,,,,,,,,,,,,2130-B,APHA,2130 B ~ Nephelometric Method,https://www.nemi.gov/methods/method_summary/9645/,"MassDEP, Watershed Planning Program",2005-05-27,,Reporting limit,0.2,NTU,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1333,Sample-Routine,Water,Surface Water,2005-05-25,10:47:00,EDT,,,,,,,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-05,MASSDEP,Wade in/ Center stream,Water Bottle,,"Total Phosphorus, mixed forms",Unfiltered,0.025,mg/L,,Final,,Actual,,,,,,h: Holding time violation (usually indicating possible bias).,,,,,,,4500-P-E,APHA,4500 P E ~ Phosphorus in Water by Colorimetry- Ascorbic Acid Method,https://www.nemi.gov/methods/method_summary/7436/,"MassDEP, Wall Experiment Station",2005-11-02,,Reporting limit,0.005,mg/L,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1413,Sample-Routine,Water,Surface Water,2005-07-27,11:30:00,EDT,,,,,,,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-07,MASSDEP,Bridge Upstream,Water Sampler (Other),,Turbidity,None,0.5,NTU,,Final,,Actual,,,,,,,,,,,,,2130-B,APHA,2130 B ~ Nephelometric Method,https://www.nemi.gov/methods/method_summary/9645/,"MassDEP, Wall Experiment Station",2005-07-29,,Reporting limit,0.10,NTU,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1335,Field Msr/Obs,Water,Surface Water,2005-05-25,10:53:00,EDT,,,,0.5,m,Water Surface,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-05,MASSDEP,Wade in/ Center stream,Probe/Sensor,,Dissolved oxygen (DO),None,10.7,mg/L,,Final,,Actual,,,,,,,,,,,,,FIELD MEAS,MASSDEP,Field measurement of water quality parameters using in-situ probes,,,2005-05-25,,Instrument Detection Level,0.2,mg/L,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1415,Field Msr/Obs,Water,Surface Water,2005-07-27,11:34:00,EDT,,,,0.7,m,Water Surface,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-07,MASSDEP,Bridge Upstream,Probe/Sensor,,Dissolved oxygen saturation,None,87,%,,Final,,Actual,,,,,,,,,,,,,FIELD MEAS,MASSDEP,Field measurement of water quality parameters using in-situ probes,,,2005-07-27,,Instrument Detection Level,2,%,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-SM-1567,Field Msr/Obs,Water,Surface Water,2005-11-16,11:31:00,EST,,,,0.4,m,Water Surface,,,,,2005-11,"MassDEP, Watershed Planning Program",MASSDEP-W0689,,,,,SMPSP-05,MASSDEP,Wade in/ Center stream,Probe/Sensor,,"Temperature, water",None,8.7,deg C,,Final,,Actual,,,,,,"s: Field sheet recorded data were used in place of electronic data (i.e., no electronic records available).",,,,,,,FIELD MEAS,MASSDEP,Field measurement of water quality parameters using in-situ probes,,,2005-11-16,,,,,,STORET
